id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
bass_synthetic_068-021-100,bass_synthetic_068-021-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_068-021-100.wav,656,bass_synthetic_068,0,bass,2,synthetic,21,100,16000,dark
guitar_acoustic_030-048-025,guitar_acoustic_030-048-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_030-048-025.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,48,25,16000,tempo-synced
reed_acoustic_037-037-100,reed_acoustic_037-037-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_037-037-100.wav,387,reed_acoustic_037,7,reed,0,acoustic,37,100,16000,reverb
guitar_acoustic_014-085-127,guitar_acoustic_014-085-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-085-127.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,85,127,16000,fast_decay|percussive
mallet_acoustic_062-037-075,mallet_acoustic_062-037-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-037-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,37,75,16000,dark|multiphonic
guitar_acoustic_021-041-100,guitar_acoustic_021-041-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_021-041-100.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,41,100,16000,
keyboard_electronic_002-022-050,keyboard_electronic_002-022-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-022-050.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,22,50,16000,distortion
guitar_acoustic_015-059-050,guitar_acoustic_015-059-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_015-059-050.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,59,50,16000,reverb
guitar_acoustic_010-060-127,guitar_acoustic_010-060-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_010-060-127.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,60,127,16000,
flute_synthetic_000-049-100,flute_synthetic_000-049-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-049-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,49,100,16000,distortion
flute_acoustic_002-081-075,flute_acoustic_002-081-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-081-075.wav,86,flute_acoustic_002,2,flute,0,acoustic,81,75,16000,reverb
reed_acoustic_018-072-050,reed_acoustic_018-072-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-072-050.wav,183,reed_acoustic_018,7,reed,0,acoustic,72,50,16000,
mallet_acoustic_062-037-127,mallet_acoustic_062-037-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-037-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,37,127,16000,dark|long_release|multiphonic
brass_acoustic_006-072-050,brass_acoustic_006-072-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-072-050.wav,43,brass_acoustic_006,1,brass,0,acoustic,72,50,16000,reverb
reed_acoustic_011-059-025,reed_acoustic_011-059-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-059-025.wav,104,reed_acoustic_011,7,reed,0,acoustic,59,25,16000,
bass_synthetic_098-087-127,bass_synthetic_098-087-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_098-087-127.wav,803,bass_synthetic_098,0,bass,2,synthetic,87,127,16000,
reed_acoustic_037-042-050,reed_acoustic_037-042-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_037-042-050.wav,387,reed_acoustic_037,7,reed,0,acoustic,42,50,16000,reverb
keyboard_electronic_002-097-025,keyboard_electronic_002-097-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-097-025.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,97,25,16000,fast_decay|percussive
keyboard_electronic_001-065-100,keyboard_electronic_001-065-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_001-065-100.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,65,100,16000,
string_acoustic_014-031-127,string_acoustic_014-031-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_014-031-127.wav,100,string_acoustic_014,8,string,0,acoustic,31,127,16000,dark|fast_decay|reverb
keyboard_electronic_078-079-050,keyboard_electronic_078-079-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_078-079-050.wav,838,keyboard_electronic_078,4,keyboard,1,electronic,79,50,16000,bright
mallet_acoustic_062-100-127,mallet_acoustic_062-100-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-100-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,100,127,16000,bright|multiphonic
brass_acoustic_006-047-025,brass_acoustic_006-047-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-047-025.wav,43,brass_acoustic_006,1,brass,0,acoustic,47,25,16000,reverb
mallet_acoustic_062-036-075,mallet_acoustic_062-036-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-036-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,36,75,16000,dark|multiphonic
organ_electronic_028-025-050,organ_electronic_028-025-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-025-050.wav,440,organ_electronic_028,6,organ,1,electronic,25,50,16000,dark
keyboard_synthetic_000-084-050,keyboard_synthetic_000-084-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_synthetic_000-084-050.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,84,50,16000,distortion|fast_decay|nonlinear_env
reed_acoustic_023-097-127,reed_acoustic_023-097-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-097-127.wav,224,reed_acoustic_023,7,reed,0,acoustic,97,127,16000,fast_decay|multiphonic|nonlinear_env|percussive
organ_electronic_001-087-025,organ_electronic_001-087-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_001-087-025.wav,8,organ_electronic_001,6,organ,1,electronic,87,25,16000,
keyboard_electronic_001-063-075,keyboard_electronic_001-063-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_001-063-075.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,63,75,16000,dark
keyboard_electronic_001-084-050,keyboard_electronic_001-084-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_001-084-050.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,84,50,16000,percussive
mallet_acoustic_056-091-127,mallet_acoustic_056-091-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_056-091-127.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,91,127,16000,
organ_electronic_113-036-025,organ_electronic_113-036-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_113-036-025.wav,958,organ_electronic_113,6,organ,1,electronic,36,25,16000,dark
guitar_acoustic_014-071-127,guitar_acoustic_014-071-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-071-127.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,71,127,16000,
guitar_electronic_028-033-100,guitar_electronic_028-033-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_electronic_028-033-100.wav,510,guitar_electronic_028,3,guitar,1,electronic,33,100,16000,dark
vocal_synthetic_003-033-127,vocal_synthetic_003-033-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-033-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,33,127,16000,bright|distortion|long_release|nonlinear_env
organ_electronic_028-044-025,organ_electronic_028-044-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-044-025.wav,440,organ_electronic_028,6,organ,1,electronic,44,25,16000,dark
flute_synthetic_000-068-050,flute_synthetic_000-068-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-068-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,68,50,16000,distortion
mallet_acoustic_047-103-025,mallet_acoustic_047-103-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_047-103-025.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,103,25,16000,fast_decay|percussive|reverb
string_acoustic_012-045-100,string_acoustic_012-045-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_012-045-100.wav,97,string_acoustic_012,8,string,0,acoustic,45,100,16000,reverb
brass_acoustic_015-073-050,brass_acoustic_015-073-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_015-073-050.wav,121,brass_acoustic_015,1,brass,0,acoustic,73,50,16000,reverb
organ_electronic_028-108-075,organ_electronic_028-108-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-108-075.wav,440,organ_electronic_028,6,organ,1,electronic,108,75,16000,bright
bass_electronic_027-028-127,bass_electronic_027-028-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_027-028-127.wav,880,bass_electronic_027,0,bass,1,electronic,28,127,16000,
keyboard_synthetic_000-053-050,keyboard_synthetic_000-053-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_synthetic_000-053-050.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,53,50,16000,distortion|fast_decay|nonlinear_env
reed_acoustic_011-057-100,reed_acoustic_011-057-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-057-100.wav,104,reed_acoustic_011,7,reed,0,acoustic,57,100,16000,bright
reed_acoustic_018-070-025,reed_acoustic_018-070-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-070-025.wav,183,reed_acoustic_018,7,reed,0,acoustic,70,25,16000,
bass_synthetic_135-105-025,bass_synthetic_135-105-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_135-105-025.wav,927,bass_synthetic_135,0,bass,2,synthetic,105,25,16000,bright|distortion
flute_synthetic_000-098-025,flute_synthetic_000-098-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-098-025.wav,82,flute_synthetic_000,2,flute,2,synthetic,98,25,16000,distortion
organ_electronic_007-094-075,organ_electronic_007-094-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-094-075.wav,123,organ_electronic_007,6,organ,1,electronic,94,75,16000,long_release|nonlinear_env
reed_acoustic_011-061-100,reed_acoustic_011-061-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-061-100.wav,104,reed_acoustic_011,7,reed,0,acoustic,61,100,16000,
bass_synthetic_009-086-075,bass_synthetic_009-086-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-086-075.wav,150,bass_synthetic_009,0,bass,2,synthetic,86,75,16000,long_release
string_acoustic_014-061-127,string_acoustic_014-061-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_014-061-127.wav,100,string_acoustic_014,8,string,0,acoustic,61,127,16000,dark|percussive|reverb
brass_acoustic_006-055-050,brass_acoustic_006-055-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-055-050.wav,43,brass_acoustic_006,1,brass,0,acoustic,55,50,16000,reverb
brass_acoustic_016-076-050,brass_acoustic_016-076-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_016-076-050.wav,128,brass_acoustic_016,1,brass,0,acoustic,76,50,16000,bright
guitar_acoustic_030-064-025,guitar_acoustic_030-064-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_030-064-025.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,64,25,16000,fast_decay|tempo-synced
vocal_synthetic_003-035-075,vocal_synthetic_003-035-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-035-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,35,75,16000,distortion|long_release|nonlinear_env
organ_electronic_001-081-075,organ_electronic_001-081-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_001-081-075.wav,8,organ_electronic_001,6,organ,1,electronic,81,75,16000,
string_acoustic_012-041-025,string_acoustic_012-041-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_012-041-025.wav,97,string_acoustic_012,8,string,0,acoustic,41,25,16000,long_release|reverb
organ_electronic_007-050-100,organ_electronic_007-050-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-050-100.wav,123,organ_electronic_007,6,organ,1,electronic,50,100,16000,distortion|long_release|nonlinear_env
keyboard_electronic_001-051-127,keyboard_electronic_001-051-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_001-051-127.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,51,127,16000,
mallet_acoustic_047-103-075,mallet_acoustic_047-103-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_047-103-075.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,103,75,16000,fast_decay|percussive|reverb
guitar_acoustic_015-090-075,guitar_acoustic_015-090-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_015-090-075.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,90,75,16000,fast_decay|percussive|reverb
keyboard_electronic_002-030-075,keyboard_electronic_002-030-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-030-075.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,30,75,16000,distortion
mallet_acoustic_062-059-127,mallet_acoustic_062-059-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-059-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,59,127,16000,dark|long_release|multiphonic
organ_electronic_007-010-127,organ_electronic_007-010-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-010-127.wav,123,organ_electronic_007,6,organ,1,electronic,10,127,16000,distortion|long_release|nonlinear_env
vocal_synthetic_003-085-100,vocal_synthetic_003-085-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-085-100.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,85,100,16000,bright|distortion|long_release|nonlinear_env
organ_electronic_001-065-100,organ_electronic_001-065-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_001-065-100.wav,8,organ_electronic_001,6,organ,1,electronic,65,100,16000,
bass_synthetic_009-026-050,bass_synthetic_009-026-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-026-050.wav,150,bass_synthetic_009,0,bass,2,synthetic,26,50,16000,bright|distortion|long_release
organ_electronic_057-035-100,organ_electronic_057-035-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_057-035-100.wav,701,organ_electronic_057,6,organ,1,electronic,35,100,16000,dark
string_acoustic_012-051-127,string_acoustic_012-051-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_012-051-127.wav,97,string_acoustic_012,8,string,0,acoustic,51,127,16000,reverb
brass_acoustic_046-096-050,brass_acoustic_046-096-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-096-050.wav,414,brass_acoustic_046,1,brass,0,acoustic,96,50,16000,long_release
guitar_acoustic_010-053-100,guitar_acoustic_010-053-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_010-053-100.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,53,100,16000,
keyboard_electronic_002-022-100,keyboard_electronic_002-022-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-022-100.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,22,100,16000,distortion
flute_synthetic_000-072-050,flute_synthetic_000-072-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-072-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,72,50,16000,distortion
reed_acoustic_011-062-127,reed_acoustic_011-062-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-062-127.wav,104,reed_acoustic_011,7,reed,0,acoustic,62,127,16000,
keyboard_electronic_003-085-050,keyboard_electronic_003-085-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_003-085-050.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,85,50,16000,
keyboard_electronic_078-029-050,keyboard_electronic_078-029-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_078-029-050.wav,838,keyboard_electronic_078,4,keyboard,1,electronic,29,50,16000,bright
vocal_synthetic_003-051-075,vocal_synthetic_003-051-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-051-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,51,75,16000,distortion|long_release|nonlinear_env
keyboard_acoustic_004-033-127,keyboard_acoustic_004-033-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_acoustic_004-033-127.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,33,127,16000,reverb
mallet_acoustic_062-087-075,mallet_acoustic_062-087-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-087-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,87,75,16000,fast_decay|multiphonic
brass_acoustic_059-046-025,brass_acoustic_059-046-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_059-046-025.wav,572,brass_acoustic_059,1,brass,0,acoustic,46,25,16000,dark|reverb
keyboard_synthetic_000-044-050,keyboard_synthetic_000-044-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_synthetic_000-044-050.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,44,50,16000,distortion|fast_decay|nonlinear_env
vocal_synthetic_003-028-025,vocal_synthetic_003-028-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-028-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,28,25,16000,distortion|long_release|nonlinear_env
brass_acoustic_016-069-100,brass_acoustic_016-069-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_016-069-100.wav,128,brass_acoustic_016,1,brass,0,acoustic,69,100,16000,bright
keyboard_electronic_078-039-075,keyboard_electronic_078-039-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_078-039-075.wav,838,keyboard_electronic_078,4,keyboard,1,electronic,39,75,16000,bright
guitar_electronic_028-104-100,guitar_electronic_028-104-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_electronic_028-104-100.wav,510,guitar_electronic_028,3,guitar,1,electronic,104,100,16000,bright
string_acoustic_014-049-127,string_acoustic_014-049-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_014-049-127.wav,100,string_acoustic_014,8,string,0,acoustic,49,127,16000,dark|reverb
guitar_acoustic_015-024-025,guitar_acoustic_015-024-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_015-024-025.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,24,25,16000,reverb
string_acoustic_057-061-100,string_acoustic_057-061-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_057-061-100.wav,450,string_acoustic_057,8,string,0,acoustic,61,100,16000,bright|nonlinear_env|reverb
organ_electronic_028-040-025,organ_electronic_028-040-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-040-025.wav,440,organ_electronic_028,6,organ,1,electronic,40,25,16000,dark
brass_acoustic_046-070-050,brass_acoustic_046-070-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-070-050.wav,414,brass_acoustic_046,1,brass,0,acoustic,70,50,16000,
