id,audio_path,dataset,subset,instrument,instrument_id,uuid
003d41a8-afad-501f-fbc3-d406dc694ceb,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_003d41a8-afad-501f-fbc3-d406dc694ceb.wav,medley-solo-db,test,clarinet,0,003d41a8-afad-501f-fbc3-d406dc694ceb
6f7cd64c-badc-5fa7-f175-8871d32f592f,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_6f7cd64c-badc-5fa7-f175-8871d32f592f.wav,medley-solo-db,test,clarinet,0,6f7cd64c-badc-5fa7-f175-8871d32f592f
035332aa-b18c-567d-f247-8235fe046741,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_035332aa-b18c-567d-f247-8235fe046741.wav,medley-solo-db,test,clarinet,0,035332aa-b18c-567d-f247-8235fe046741
edfb4c02-1d71-5937-f04f-25dfc7b5ffb9,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_edfb4c02-1d71-5937-f04f-25dfc7b5ffb9.wav,medley-solo-db,test,clarinet,0,edfb4c02-1d71-5937-f04f-25dfc7b5ffb9
2268c2c2-c5be-5a77-f7a4-d75d09cf01b7,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_2268c2c2-c5be-5a77-f7a4-d75d09cf01b7.wav,medley-solo-db,test,clarinet,0,2268c2c2-c5be-5a77-f7a4-d75d09cf01b7
053e2aef-e3f6-5968-fc40-5a4f52f27669,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_053e2aef-e3f6-5968-fc40-5a4f52f27669.wav,medley-solo-db,test,clarinet,0,053e2aef-e3f6-5968-fc40-5a4f52f27669
8746b5fb-ae89-5c67-fd7f-224cf4b0ea6c,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_8746b5fb-ae89-5c67-fd7f-224cf4b0ea6c.wav,medley-solo-db,test,clarinet,0,8746b5fb-ae89-5c67-fd7f-224cf4b0ea6c
5d3c26db-20fc-5b70-f6c4-a0ab2142b617,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_5d3c26db-20fc-5b70-f6c4-a0ab2142b617.wav,medley-solo-db,test,clarinet,0,5d3c26db-20fc-5b70-f6c4-a0ab2142b617
d52913b4-7133-511b-fcd3-8b47d39938c3,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_d52913b4-7133-511b-fcd3-8b47d39938c3.wav,medley-solo-db,test,clarinet,0,d52913b4-7133-511b-fcd3-8b47d39938c3
612ac8ac-e64c-5f3e-f0dd-4b70ab90ab10,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_612ac8ac-e64c-5f3e-f0dd-4b70ab90ab10.wav,medley-solo-db,test,clarinet,0,612ac8ac-e64c-5f3e-f0dd-4b70ab90ab10
58d1e782-0d0f-5363-fcf8-eebc38b18532,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_58d1e782-0d0f-5363-fcf8-eebc38b18532.wav,medley-solo-db,test,clarinet,0,58d1e782-0d0f-5363-fcf8-eebc38b18532
a6b6ed9d-4680-5699-fa66-7ef38388062b,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_a6b6ed9d-4680-5699-fa66-7ef38388062b.wav,medley-solo-db,test,clarinet,0,a6b6ed9d-4680-5699-fa66-7ef38388062b
b65d27c4-052a-5d4b-f071-d15f5bd911a1,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_b65d27c4-052a-5d4b-f071-d15f5bd911a1.wav,medley-solo-db,test,clarinet,0,b65d27c4-052a-5d4b-f071-d15f5bd911a1
cca501d3-5307-5146-f540-b883a6c43a04,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_cca501d3-5307-5146-f540-b883a6c43a04.wav,medley-solo-db,test,clarinet,0,cca501d3-5307-5146-f540-b883a6c43a04
ec069612-6995-561b-f343-3d9618bcb7c7,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_ec069612-6995-561b-f343-3d9618bcb7c7.wav,medley-solo-db,test,clarinet,0,ec069612-6995-561b-f343-3d9618bcb7c7
04abefc3-337b-51e2-f5ea-6161bab00c11,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_04abefc3-337b-51e2-f5ea-6161bab00c11.wav,medley-solo-db,test,clarinet,0,04abefc3-337b-51e2-f5ea-6161bab00c11
9ed4a592-20cc-5e18-f886-4dcdb72549e8,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_9ed4a592-20cc-5e18-f886-4dcdb72549e8.wav,medley-solo-db,test,clarinet,0,9ed4a592-20cc-5e18-f886-4dcdb72549e8
8cb830d1-ed99-52b9-f290-20a7541f6065,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_8cb830d1-ed99-52b9-f290-20a7541f6065.wav,medley-solo-db,test,clarinet,0,8cb830d1-ed99-52b9-f290-20a7541f6065
a51ff639-32ad-5bcd-f57e-baade47a08ad,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_a51ff639-32ad-5bcd-f57e-baade47a08ad.wav,medley-solo-db,test,clarinet,0,a51ff639-32ad-5bcd-f57e-baade47a08ad
c56657fc-affe-5313-f986-187ccce4527b,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_c56657fc-affe-5313-f986-187ccce4527b.wav,medley-solo-db,test,clarinet,0,c56657fc-affe-5313-f986-187ccce4527b
5d3dfa9e-d894-542e-fd30-a846355561f7,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_5d3dfa9e-d894-542e-fd30-a846355561f7.wav,medley-solo-db,test,clarinet,0,5d3dfa9e-d894-542e-fd30-a846355561f7
30ded392-ec4f-5583-faf0-68035ba85c65,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_30ded392-ec4f-5583-faf0-68035ba85c65.wav,medley-solo-db,test,clarinet,0,30ded392-ec4f-5583-faf0-68035ba85c65
c90e8891-90d2-5ad5-fa26-f38852d05c11,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_c90e8891-90d2-5ad5-fa26-f38852d05c11.wav,medley-solo-db,test,clarinet,0,c90e8891-90d2-5ad5-fa26-f38852d05c11
d6d66f78-2025-5b22-fe05-30f4bfe01074,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_d6d66f78-2025-5b22-fe05-30f4bfe01074.wav,medley-solo-db,test,clarinet,0,d6d66f78-2025-5b22-fe05-30f4bfe01074
ae926915-101e-580e-f821-82d74d6249c2,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_ae926915-101e-580e-f821-82d74d6249c2.wav,medley-solo-db,test,clarinet,0,ae926915-101e-580e-f821-82d74d6249c2
6264cdd8-041b-54df-fcfb-207a01feb000,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_6264cdd8-041b-54df-fcfb-207a01feb000.wav,medley-solo-db,test,clarinet,0,6264cdd8-041b-54df-fcfb-207a01feb000
be9d6be4-9aec-5180-f205-7e11cfd2a027,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_be9d6be4-9aec-5180-f205-7e11cfd2a027.wav,medley-solo-db,test,clarinet,0,be9d6be4-9aec-5180-f205-7e11cfd2a027
046198e0-9705-5e9a-f4e7-0036652ceca6,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_046198e0-9705-5e9a-f4e7-0036652ceca6.wav,medley-solo-db,test,clarinet,0,046198e0-9705-5e9a-f4e7-0036652ceca6
15aa6c19-446f-5d2d-f3bb-4eb74c68daf2,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_15aa6c19-446f-5d2d-f3bb-4eb74c68daf2.wav,medley-solo-db,test,clarinet,0,15aa6c19-446f-5d2d-f3bb-4eb74c68daf2
d08aba41-1a0a-5c5a-f1b7-292095557433,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_d08aba41-1a0a-5c5a-f1b7-292095557433.wav,medley-solo-db,test,clarinet,0,d08aba41-1a0a-5c5a-f1b7-292095557433
aa01780e-1dbb-5935-fbd9-fdb4f0dd6506,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_aa01780e-1dbb-5935-fbd9-fdb4f0dd6506.wav,medley-solo-db,test,clarinet,0,aa01780e-1dbb-5935-fbd9-fdb4f0dd6506
f3599c04-1b1c-562e-fae2-c843ab1e39ee,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_f3599c04-1b1c-562e-fae2-c843ab1e39ee.wav,medley-solo-db,test,clarinet,0,f3599c04-1b1c-562e-fae2-c843ab1e39ee
7a8ed9cb-f692-57ea-f404-8978b925bed8,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_7a8ed9cb-f692-57ea-f404-8978b925bed8.wav,medley-solo-db,test,clarinet,0,7a8ed9cb-f692-57ea-f404-8978b925bed8
ea2e8bd8-c7f8-53f0-f15f-8d8924a77c48,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_ea2e8bd8-c7f8-53f0-f15f-8d8924a77c48.wav,medley-solo-db,test,clarinet,0,ea2e8bd8-c7f8-53f0-f15f-8d8924a77c48
f6fb4cd7-636f-550b-f52c-47fc6ec2bced,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_f6fb4cd7-636f-550b-f52c-47fc6ec2bced.wav,medley-solo-db,test,clarinet,0,f6fb4cd7-636f-550b-f52c-47fc6ec2bced
8542714b-a66d-5b34-f6a3-4e385b2ad03d,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_8542714b-a66d-5b34-f6a3-4e385b2ad03d.wav,medley-solo-db,test,clarinet,0,8542714b-a66d-5b34-f6a3-4e385b2ad03d
af65b7fd-6577-5237-fdc0-96f663c8df2e,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_af65b7fd-6577-5237-fdc0-96f663c8df2e.wav,medley-solo-db,test,clarinet,0,af65b7fd-6577-5237-fdc0-96f663c8df2e
320f7b02-5eb3-5a29-f2fc-ea35f28e0310,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_320f7b02-5eb3-5a29-f2fc-ea35f28e0310.wav,medley-solo-db,test,clarinet,0,320f7b02-5eb3-5a29-f2fc-ea35f28e0310
3a96c946-f78b-58fd-f9f2-8660220b2577,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_3a96c946-f78b-58fd-f9f2-8660220b2577.wav,medley-solo-db,test,clarinet,0,3a96c946-f78b-58fd-f9f2-8660220b2577
2323811d-5060-5b98-f01b-b25d3c658944,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_2323811d-5060-5b98-f01b-b25d3c658944.wav,medley-solo-db,test,clarinet,0,2323811d-5060-5b98-f01b-b25d3c658944
4ee396e0-6c1f-505c-f835-6f4a5166956d,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_4ee396e0-6c1f-505c-f835-6f4a5166956d.wav,medley-solo-db,test,clarinet,0,4ee396e0-6c1f-505c-f835-6f4a5166956d
6d6246af-f5a5-5ad0-f64b-7f1fd3c89dcf,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_6d6246af-f5a5-5ad0-f64b-7f1fd3c89dcf.wav,medley-solo-db,test,clarinet,0,6d6246af-f5a5-5ad0-f64b-7f1fd3c89dcf
6f981381-361f-537b-f56e-2d74bb77e2c4,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_6f981381-361f-537b-f56e-2d74bb77e2c4.wav,medley-solo-db,test,clarinet,0,6f981381-361f-537b-f56e-2d74bb77e2c4
6ce46676-3ba6-5ba2-f294-f0efe18a0aab,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_6ce46676-3ba6-5ba2-f294-f0efe18a0aab.wav,medley-solo-db,test,clarinet,0,6ce46676-3ba6-5ba2-f294-f0efe18a0aab
4ef44cba-90ab-5f79-fba6-a4e4fb957edd,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_4ef44cba-90ab-5f79-fba6-a4e4fb957edd.wav,medley-solo-db,test,clarinet,0,4ef44cba-90ab-5f79-fba6-a4e4fb957edd
3ade0c73-86e8-5227-ff03-adcb54940765,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_3ade0c73-86e8-5227-ff03-adcb54940765.wav,medley-solo-db,test,clarinet,0,3ade0c73-86e8-5227-ff03-adcb54940765
e122e3b4-6732-55a1-ff7c-dc59c7ce62fd,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_e122e3b4-6732-55a1-ff7c-dc59c7ce62fd.wav,medley-solo-db,test,clarinet,0,e122e3b4-6732-55a1-ff7c-dc59c7ce62fd
c164e129-ae2b-5730-faf9-bc3fbf960922,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_c164e129-ae2b-5730-faf9-bc3fbf960922.wav,medley-solo-db,test,clarinet,0,c164e129-ae2b-5730-faf9-bc3fbf960922
569e51b2-d566-5835-f10e-967bd0a7f7ed,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_569e51b2-d566-5835-f10e-967bd0a7f7ed.wav,medley-solo-db,test,clarinet,0,569e51b2-d566-5835-f10e-967bd0a7f7ed
ef65ee4d-479b-5c2b-fe3a-e93ddef61809,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_ef65ee4d-479b-5c2b-fe3a-e93ddef61809.wav,medley-solo-db,test,clarinet,0,ef65ee4d-479b-5c2b-fe3a-e93ddef61809
39d00657-12c3-530b-f436-5adb798cd11f,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_39d00657-12c3-530b-f436-5adb798cd11f.wav,medley-solo-db,test,clarinet,0,39d00657-12c3-530b-f436-5adb798cd11f
43d9ef37-7ebc-56bf-f9ca-8683289cbbde,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_43d9ef37-7ebc-56bf-f9ca-8683289cbbde.wav,medley-solo-db,test,clarinet,0,43d9ef37-7ebc-56bf-f9ca-8683289cbbde
6db58ba3-3eed-5fca-f971-f5ef7a20116e,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_6db58ba3-3eed-5fca-f971-f5ef7a20116e.wav,medley-solo-db,test,clarinet,0,6db58ba3-3eed-5fca-f971-f5ef7a20116e
e99a288f-e808-5b35-f3f4-d2173dea711a,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_e99a288f-e808-5b35-f3f4-d2173dea711a.wav,medley-solo-db,test,clarinet,0,e99a288f-e808-5b35-f3f4-d2173dea711a
aec6d1d9-2649-59ad-fee5-4c2f33a24351,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_aec6d1d9-2649-59ad-fee5-4c2f33a24351.wav,medley-solo-db,test,clarinet,0,aec6d1d9-2649-59ad-fee5-4c2f33a24351
bdf9dcd2-0f29-5606-fbc9-d77a2383ce32,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_bdf9dcd2-0f29-5606-fbc9-d77a2383ce32.wav,medley-solo-db,test,clarinet,0,bdf9dcd2-0f29-5606-fbc9-d77a2383ce32
05e6b2cd-c9dd-5ec4-f4de-fc8550fa8a59,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_05e6b2cd-c9dd-5ec4-f4de-fc8550fa8a59.wav,medley-solo-db,test,clarinet,0,05e6b2cd-c9dd-5ec4-f4de-fc8550fa8a59
dad35b49-7050-5e9f-f3ae-6399b45db265,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_dad35b49-7050-5e9f-f3ae-6399b45db265.wav,medley-solo-db,test,clarinet,0,dad35b49-7050-5e9f-f3ae-6399b45db265
cdff2831-2e18-5936-f571-a4ba098d402c,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_cdff2831-2e18-5936-f571-a4ba098d402c.wav,medley-solo-db,test,clarinet,0,cdff2831-2e18-5936-f571-a4ba098d402c
0f2a5516-1d96-56d0-f8bb-35dcbb65514c,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_0f2a5516-1d96-56d0-f8bb-35dcbb65514c.wav,medley-solo-db,test,clarinet,0,0f2a5516-1d96-56d0-f8bb-35dcbb65514c
437dffb0-b3d4-5bf2-f40e-9dc934fa8957,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_437dffb0-b3d4-5bf2-f40e-9dc934fa8957.wav,medley-solo-db,test,clarinet,0,437dffb0-b3d4-5bf2-f40e-9dc934fa8957
55e5a008-db98-5b13-f73d-fe4fc99760d5,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_55e5a008-db98-5b13-f73d-fe4fc99760d5.wav,medley-solo-db,test,clarinet,0,55e5a008-db98-5b13-f73d-fe4fc99760d5
051b5c43-9607-5979-faff-d981c64b6b67,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_051b5c43-9607-5979-faff-d981c64b6b67.wav,medley-solo-db,test,clarinet,0,051b5c43-9607-5979-faff-d981c64b6b67
7173fc9f-d678-5305-f5b6-cfef16218849,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_7173fc9f-d678-5305-f5b6-cfef16218849.wav,medley-solo-db,test,clarinet,0,7173fc9f-d678-5305-f5b6-cfef16218849
ad0e3464-6b31-5704-f499-0603e1959fc9,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_ad0e3464-6b31-5704-f499-0603e1959fc9.wav,medley-solo-db,test,clarinet,0,ad0e3464-6b31-5704-f499-0603e1959fc9
030121e8-7004-538d-f944-500bad01d40a,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_030121e8-7004-538d-f944-500bad01d40a.wav,medley-solo-db,test,clarinet,0,030121e8-7004-538d-f944-500bad01d40a
09b1a47d-7f9f-5712-fc7d-5f3aa9dd1cd8,D:\Codes\tokenizer-evaluation\data\medley-solos-db\audio\Medley-solos-DB_test-0_09b1a47d-7f9f-5712-fc7d-5f3aa9dd1cd8.wav,medley-solo-db,test,clarinet,0,09b1a47d-7f9f-5712-fc7d-5f3aa9dd1cd8
