id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
organ_electronic_104-026-050,organ_electronic_104-026-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_104-026-050.wav,921,organ_electronic_104,6,organ,1,electronic,26,50,16000,
mallet_acoustic_062-075-075,mallet_acoustic_062-075-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-075-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,75,75,16000,dark|fast_decay|multiphonic
organ_electronic_007-080-050,organ_electronic_007-080-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-080-050.wav,123,organ_electronic_007,6,organ,1,electronic,80,50,16000,bright|distortion|long_release|nonlinear_env
guitar_acoustic_021-053-025,guitar_acoustic_021-053-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_021-053-025.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,53,25,16000,
reed_acoustic_018-061-075,reed_acoustic_018-061-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-061-075.wav,183,reed_acoustic_018,7,reed,0,acoustic,61,75,16000,
organ_electronic_028-036-050,organ_electronic_028-036-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-036-050.wav,440,organ_electronic_028,6,organ,1,electronic,36,50,16000,dark
vocal_synthetic_003-033-050,vocal_synthetic_003-033-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-033-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,33,50,16000,distortion|long_release|nonlinear_env
bass_synthetic_009-096-127,bass_synthetic_009-096-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-096-127.wav,150,bass_synthetic_009,0,bass,2,synthetic,96,127,16000,long_release
bass_electronic_018-044-075,bass_electronic_018-044-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_018-044-075.wav,759,bass_electronic_018,0,bass,1,electronic,44,75,16000,
reed_acoustic_023-046-075,reed_acoustic_023-046-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-046-075.wav,224,reed_acoustic_023,7,reed,0,acoustic,46,75,16000,bright|fast_decay|multiphonic|nonlinear_env
keyboard_electronic_002-064-025,keyboard_electronic_002-064-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-064-025.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,64,25,16000,
mallet_acoustic_062-100-127,mallet_acoustic_062-100-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-100-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,100,127,16000,bright|multiphonic
guitar_acoustic_014-045-025,guitar_acoustic_014-045-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-045-025.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,45,25,16000,
brass_acoustic_046-057-100,brass_acoustic_046-057-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-057-100.wav,414,brass_acoustic_046,1,brass,0,acoustic,57,100,16000,
brass_acoustic_059-041-075,brass_acoustic_059-041-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_059-041-075.wav,572,brass_acoustic_059,1,brass,0,acoustic,41,75,16000,bright|reverb
keyboard_acoustic_004-052-075,keyboard_acoustic_004-052-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_acoustic_004-052-075.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,52,75,16000,reverb
string_acoustic_071-024-075,string_acoustic_071-024-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_071-024-075.wav,609,string_acoustic_071,8,string,0,acoustic,24,75,16000,long_release|reverb
reed_acoustic_023-053-100,reed_acoustic_023-053-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-053-100.wav,224,reed_acoustic_023,7,reed,0,acoustic,53,100,16000,bright|fast_decay|multiphonic|nonlinear_env
organ_electronic_028-032-075,organ_electronic_028-032-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-032-075.wav,440,organ_electronic_028,6,organ,1,electronic,32,75,16000,dark
reed_acoustic_011-067-127,reed_acoustic_011-067-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-067-127.wav,104,reed_acoustic_011,7,reed,0,acoustic,67,127,16000,
keyboard_synthetic_000-022-075,keyboard_synthetic_000-022-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_synthetic_000-022-075.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,22,75,16000,distortion|fast_decay|nonlinear_env
keyboard_electronic_069-034-100,keyboard_electronic_069-034-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_069-034-100.wav,805,keyboard_electronic_069,4,keyboard,1,electronic,34,100,16000,distortion
string_acoustic_014-058-050,string_acoustic_014-058-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_014-058-050.wav,100,string_acoustic_014,8,string,0,acoustic,58,50,16000,dark|reverb
organ_electronic_007-023-075,organ_electronic_007-023-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-023-075.wav,123,organ_electronic_007,6,organ,1,electronic,23,75,16000,distortion|long_release|nonlinear_env
bass_synthetic_009-049-075,bass_synthetic_009-049-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-049-075.wav,150,bass_synthetic_009,0,bass,2,synthetic,49,75,16000,bright|distortion|long_release
reed_acoustic_011-057-100,reed_acoustic_011-057-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-057-100.wav,104,reed_acoustic_011,7,reed,0,acoustic,57,100,16000,bright
organ_electronic_007-024-127,organ_electronic_007-024-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-024-127.wav,123,organ_electronic_007,6,organ,1,electronic,24,127,16000,distortion|long_release|nonlinear_env
guitar_acoustic_010-024-075,guitar_acoustic_010-024-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_010-024-075.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,24,75,16000,
brass_acoustic_015-042-100,brass_acoustic_015-042-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_015-042-100.wav,121,brass_acoustic_015,1,brass,0,acoustic,42,100,16000,reverb
organ_electronic_028-060-075,organ_electronic_028-060-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-060-075.wav,440,organ_electronic_028,6,organ,1,electronic,60,75,16000,dark
string_acoustic_012-047-025,string_acoustic_012-047-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_012-047-025.wav,97,string_acoustic_012,8,string,0,acoustic,47,25,16000,long_release|reverb
reed_acoustic_018-066-100,reed_acoustic_018-066-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-066-100.wav,183,reed_acoustic_018,7,reed,0,acoustic,66,100,16000,
string_acoustic_071-030-100,string_acoustic_071-030-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_071-030-100.wav,609,string_acoustic_071,8,string,0,acoustic,30,100,16000,long_release|reverb
reed_acoustic_023-057-050,reed_acoustic_023-057-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-057-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,57,50,16000,bright|fast_decay|multiphonic|nonlinear_env
string_acoustic_056-045-025,string_acoustic_056-045-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_056-045-025.wav,436,string_acoustic_056,8,string,0,acoustic,45,25,16000,fast_decay|reverb
flute_acoustic_002-099-127,flute_acoustic_002-099-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-099-127.wav,86,flute_acoustic_002,2,flute,0,acoustic,99,127,16000,bright|reverb
mallet_acoustic_062-091-100,mallet_acoustic_062-091-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-091-100.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,91,100,16000,multiphonic
reed_acoustic_011-062-075,reed_acoustic_011-062-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-062-075.wav,104,reed_acoustic_011,7,reed,0,acoustic,62,75,16000,
guitar_acoustic_030-074-050,guitar_acoustic_030-074-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_030-074-050.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,74,50,16000,fast_decay|percussive|tempo-synced
keyboard_electronic_002-033-050,keyboard_electronic_002-033-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-033-050.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,33,50,16000,distortion
vocal_synthetic_003-105-050,vocal_synthetic_003-105-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-105-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,105,50,16000,bright|distortion|long_release|nonlinear_env
brass_acoustic_006-075-075,brass_acoustic_006-075-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-075-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,75,75,16000,reverb
vocal_synthetic_003-092-050,vocal_synthetic_003-092-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-092-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,92,50,16000,bright|distortion|long_release|nonlinear_env
flute_synthetic_000-070-127,flute_synthetic_000-070-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-070-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,70,127,16000,distortion
reed_acoustic_023-055-075,reed_acoustic_023-055-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-055-075.wav,224,reed_acoustic_023,7,reed,0,acoustic,55,75,16000,bright|fast_decay|multiphonic|nonlinear_env
flute_synthetic_000-104-050,flute_synthetic_000-104-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-104-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,104,50,16000,bright|distortion
guitar_acoustic_010-101-075,guitar_acoustic_010-101-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_010-101-075.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,101,75,16000,bright
flute_acoustic_002-074-025,flute_acoustic_002-074-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-074-025.wav,86,flute_acoustic_002,2,flute,0,acoustic,74,25,16000,reverb
mallet_acoustic_062-059-127,mallet_acoustic_062-059-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-059-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,59,127,16000,dark|long_release|multiphonic
bass_electronic_027-037-127,bass_electronic_027-037-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_027-037-127.wav,880,bass_electronic_027,0,bass,1,electronic,37,127,16000,
vocal_synthetic_003-062-050,vocal_synthetic_003-062-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-062-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,62,50,16000,bright|distortion|long_release|nonlinear_env
reed_acoustic_018-077-050,reed_acoustic_018-077-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-077-050.wav,183,reed_acoustic_018,7,reed,0,acoustic,77,50,16000,
brass_acoustic_046-075-075,brass_acoustic_046-075-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-075-075.wav,414,brass_acoustic_046,1,brass,0,acoustic,75,75,16000,bright
flute_synthetic_000-090-100,flute_synthetic_000-090-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-090-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,90,100,16000,distortion
flute_synthetic_000-086-075,flute_synthetic_000-086-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-086-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,86,75,16000,distortion
organ_electronic_104-025-025,organ_electronic_104-025-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_104-025-025.wav,921,organ_electronic_104,6,organ,1,electronic,25,25,16000,
vocal_synthetic_003-065-100,vocal_synthetic_003-065-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-065-100.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,65,100,16000,bright|distortion|long_release|nonlinear_env
vocal_synthetic_003-048-127,vocal_synthetic_003-048-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-048-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,48,127,16000,bright|distortion|long_release|nonlinear_env
guitar_acoustic_021-065-127,guitar_acoustic_021-065-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_021-065-127.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,65,127,16000,distortion
reed_acoustic_011-045-075,reed_acoustic_011-045-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-045-075.wav,104,reed_acoustic_011,7,reed,0,acoustic,45,75,16000,
flute_synthetic_000-040-050,flute_synthetic_000-040-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-040-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,40,50,16000,distortion
reed_acoustic_023-031-075,reed_acoustic_023-031-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-031-075.wav,224,reed_acoustic_023,7,reed,0,acoustic,31,75,16000,bright|fast_decay|multiphonic|nonlinear_env
keyboard_electronic_098-041-100,keyboard_electronic_098-041-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_098-041-100.wav,905,keyboard_electronic_098,4,keyboard,1,electronic,41,100,16000,dark|distortion
string_acoustic_057-092-100,string_acoustic_057-092-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_057-092-100.wav,450,string_acoustic_057,8,string,0,acoustic,92,100,16000,nonlinear_env|reverb
organ_electronic_104-033-025,organ_electronic_104-033-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_104-033-025.wav,921,organ_electronic_104,6,organ,1,electronic,33,25,16000,
bass_synthetic_009-035-127,bass_synthetic_009-035-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-035-127.wav,150,bass_synthetic_009,0,bass,2,synthetic,35,127,16000,bright|distortion|long_release
bass_synthetic_068-077-127,bass_synthetic_068-077-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_068-077-127.wav,656,bass_synthetic_068,0,bass,2,synthetic,77,127,16000,distortion
organ_electronic_028-036-100,organ_electronic_028-036-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-036-100.wav,440,organ_electronic_028,6,organ,1,electronic,36,100,16000,dark
brass_acoustic_006-063-075,brass_acoustic_006-063-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-063-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,63,75,16000,reverb
mallet_acoustic_056-050-075,mallet_acoustic_056-050-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_056-050-075.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,50,75,16000,fast_decay|percussive
reed_acoustic_023-083-050,reed_acoustic_023-083-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-083-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,83,50,16000,bright|fast_decay|multiphonic|nonlinear_env
bass_synthetic_134-073-075,bass_synthetic_134-073-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_134-073-075.wav,914,bass_synthetic_134,0,bass,2,synthetic,73,75,16000,dark|fast_decay|reverb
keyboard_acoustic_004-086-100,keyboard_acoustic_004-086-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_acoustic_004-086-100.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,86,100,16000,reverb
reed_acoustic_018-086-050,reed_acoustic_018-086-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-086-050.wav,183,reed_acoustic_018,7,reed,0,acoustic,86,50,16000,
reed_acoustic_018-074-075,reed_acoustic_018-074-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-074-075.wav,183,reed_acoustic_018,7,reed,0,acoustic,74,75,16000,
guitar_electronic_028-040-025,guitar_electronic_028-040-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_electronic_028-040-025.wav,510,guitar_electronic_028,3,guitar,1,electronic,40,25,16000,dark
keyboard_acoustic_004-068-100,keyboard_acoustic_004-068-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_acoustic_004-068-100.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,68,100,16000,reverb
brass_acoustic_046-072-075,brass_acoustic_046-072-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-072-075.wav,414,brass_acoustic_046,1,brass,0,acoustic,72,75,16000,bright
keyboard_electronic_001-076-025,keyboard_electronic_001-076-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_001-076-025.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,76,25,16000,dark
keyboard_electronic_098-037-050,keyboard_electronic_098-037-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_098-037-050.wav,905,keyboard_electronic_098,4,keyboard,1,electronic,37,50,16000,dark|distortion
organ_electronic_057-045-050,organ_electronic_057-045-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_057-045-050.wav,701,organ_electronic_057,6,organ,1,electronic,45,50,16000,dark
organ_electronic_028-061-050,organ_electronic_028-061-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-061-050.wav,440,organ_electronic_028,6,organ,1,electronic,61,50,16000,dark
vocal_synthetic_003-036-100,vocal_synthetic_003-036-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-036-100.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,36,100,16000,bright|distortion|long_release|nonlinear_env
mallet_acoustic_047-073-025,mallet_acoustic_047-073-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_047-073-025.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,73,25,16000,fast_decay|percussive|reverb
brass_acoustic_046-069-127,brass_acoustic_046-069-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-069-127.wav,414,brass_acoustic_046,1,brass,0,acoustic,69,127,16000,bright
bass_synthetic_134-032-127,bass_synthetic_134-032-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_134-032-127.wav,914,bass_synthetic_134,0,bass,2,synthetic,32,127,16000,dark|reverb
organ_electronic_057-079-075,organ_electronic_057-079-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_057-079-075.wav,701,organ_electronic_057,6,organ,1,electronic,79,75,16000,
bass_synthetic_068-061-075,bass_synthetic_068-061-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_068-061-075.wav,656,bass_synthetic_068,0,bass,2,synthetic,61,75,16000,dark
vocal_acoustic_000-064-075,vocal_acoustic_000-064-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_acoustic_000-064-075.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,64,75,16000,reverb
vocal_synthetic_003-050-050,vocal_synthetic_003-050-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-050-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,50,50,16000,distortion|long_release|nonlinear_env
vocal_synthetic_003-074-025,vocal_synthetic_003-074-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-074-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,74,25,16000,bright|distortion|long_release|nonlinear_env
flute_synthetic_000-021-127,flute_synthetic_000-021-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-021-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,21,127,16000,distortion
reed_acoustic_023-067-050,reed_acoustic_023-067-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-067-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,67,50,16000,bright|fast_decay|multiphonic|nonlinear_env
brass_acoustic_006-070-100,brass_acoustic_006-070-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-070-100.wav,43,brass_acoustic_006,1,brass,0,acoustic,70,100,16000,long_release|reverb
guitar_electronic_022-083-075,guitar_electronic_022-083-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_electronic_022-083-075.wav,378,guitar_electronic_022,3,guitar,1,electronic,83,75,16000,
vocal_acoustic_000-065-100,vocal_acoustic_000-065-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_acoustic_000-065-100.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,65,100,16000,reverb
string_acoustic_056-056-025,string_acoustic_056-056-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_056-056-025.wav,436,string_acoustic_056,8,string,0,acoustic,56,25,16000,fast_decay|percussive|reverb
brass_acoustic_046-101-075,brass_acoustic_046-101-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-101-075.wav,414,brass_acoustic_046,1,brass,0,acoustic,101,75,16000,long_release
guitar_acoustic_014-101-075,guitar_acoustic_014-101-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-101-075.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,101,75,16000,fast_decay|percussive
guitar_acoustic_030-048-050,guitar_acoustic_030-048-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_030-048-050.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,48,50,16000,tempo-synced
brass_acoustic_006-030-075,brass_acoustic_006-030-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-030-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,30,75,16000,reverb
brass_acoustic_046-098-025,brass_acoustic_046-098-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-098-025.wav,414,brass_acoustic_046,1,brass,0,acoustic,98,25,16000,long_release
guitar_acoustic_015-091-100,guitar_acoustic_015-091-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_015-091-100.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,91,100,16000,fast_decay|percussive|reverb
