id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
vocal_synthetic_003-088-025,vocal_synthetic_003-088-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-088-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,88,25,16000,bright|distortion|long_release|nonlinear_env
vocal_synthetic_003-036-127,vocal_synthetic_003-036-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-036-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,36,127,16000,bright|distortion|long_release|nonlinear_env
string_acoustic_012-028-025,string_acoustic_012-028-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_012-028-025.wav,97,string_acoustic_012,8,string,0,acoustic,28,25,16000,long_release|reverb
flute_synthetic_000-090-075,flute_synthetic_000-090-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-090-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,90,75,16000,distortion
string_acoustic_056-054-050,string_acoustic_056-054-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_056-054-050.wav,436,string_acoustic_056,8,string,0,acoustic,54,50,16000,fast_decay|percussive|reverb
reed_acoustic_023-041-075,reed_acoustic_023-041-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-041-075.wav,224,reed_acoustic_023,7,reed,0,acoustic,41,75,16000,bright|fast_decay|multiphonic|nonlinear_env
guitar_acoustic_030-074-050,guitar_acoustic_030-074-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_030-074-050.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,74,50,16000,fast_decay|percussive|tempo-synced
mallet_acoustic_047-065-100,mallet_acoustic_047-065-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_047-065-100.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,65,100,16000,reverb
brass_acoustic_006-036-025,brass_acoustic_006-036-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-036-025.wav,43,brass_acoustic_006,1,brass,0,acoustic,36,25,16000,long_release|reverb
guitar_acoustic_014-103-075,guitar_acoustic_014-103-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-103-075.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,103,75,16000,fast_decay|percussive
mallet_acoustic_062-092-075,mallet_acoustic_062-092-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-092-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,92,75,16000,fast_decay|multiphonic
flute_acoustic_002-102-025,flute_acoustic_002-102-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-102-025.wav,86,flute_acoustic_002,2,flute,0,acoustic,102,25,16000,bright|reverb
flute_acoustic_002-092-127,flute_acoustic_002-092-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-092-127.wav,86,flute_acoustic_002,2,flute,0,acoustic,92,127,16000,reverb
brass_acoustic_015-068-075,brass_acoustic_015-068-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_015-068-075.wav,121,brass_acoustic_015,1,brass,0,acoustic,68,75,16000,reverb
vocal_synthetic_003-087-127,vocal_synthetic_003-087-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-087-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,87,127,16000,bright|distortion|long_release|nonlinear_env
vocal_synthetic_003-108-127,vocal_synthetic_003-108-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-108-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,108,127,16000,bright|distortion|long_release|nonlinear_env
vocal_synthetic_003-032-127,vocal_synthetic_003-032-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-032-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,32,127,16000,bright|distortion|long_release|nonlinear_env
guitar_acoustic_021-069-025,guitar_acoustic_021-069-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_021-069-025.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,69,25,16000,
brass_acoustic_006-072-050,brass_acoustic_006-072-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-072-050.wav,43,brass_acoustic_006,1,brass,0,acoustic,72,50,16000,reverb
organ_electronic_113-076-100,organ_electronic_113-076-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_113-076-100.wav,958,organ_electronic_113,6,organ,1,electronic,76,100,16000,
keyboard_synthetic_000-077-050,keyboard_synthetic_000-077-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_synthetic_000-077-050.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,77,50,16000,distortion|fast_decay|nonlinear_env
guitar_acoustic_021-104-100,guitar_acoustic_021-104-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_021-104-100.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,104,100,16000,fast_decay|percussive
brass_acoustic_006-034-100,brass_acoustic_006-034-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-034-100.wav,43,brass_acoustic_006,1,brass,0,acoustic,34,100,16000,reverb
organ_electronic_113-051-075,organ_electronic_113-051-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_113-051-075.wav,958,organ_electronic_113,6,organ,1,electronic,51,75,16000,dark
mallet_acoustic_056-045-100,mallet_acoustic_056-045-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_056-045-100.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,45,100,16000,bright|fast_decay|percussive
vocal_synthetic_003-105-100,vocal_synthetic_003-105-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-105-100.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,105,100,16000,bright|distortion|long_release|nonlinear_env
bass_synthetic_134-069-075,bass_synthetic_134-069-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_134-069-075.wav,914,bass_synthetic_134,0,bass,2,synthetic,69,75,16000,dark|reverb
guitar_electronic_028-092-050,guitar_electronic_028-092-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_electronic_028-092-050.wav,510,guitar_electronic_028,3,guitar,1,electronic,92,50,16000,
bass_electronic_018-061-075,bass_electronic_018-061-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_018-061-075.wav,759,bass_electronic_018,0,bass,1,electronic,61,75,16000,fast_decay
guitar_acoustic_014-042-100,guitar_acoustic_014-042-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-042-100.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,42,100,16000,
vocal_synthetic_003-048-127,vocal_synthetic_003-048-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-048-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,48,127,16000,bright|distortion|long_release|nonlinear_env
flute_synthetic_000-058-100,flute_synthetic_000-058-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-058-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,58,100,16000,distortion
flute_synthetic_000-036-100,flute_synthetic_000-036-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-036-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,36,100,16000,distortion
vocal_synthetic_003-051-075,vocal_synthetic_003-051-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-051-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,51,75,16000,distortion|long_release|nonlinear_env
organ_electronic_001-040-050,organ_electronic_001-040-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_001-040-050.wav,8,organ_electronic_001,6,organ,1,electronic,40,50,16000,dark
keyboard_electronic_078-068-050,keyboard_electronic_078-068-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_078-068-050.wav,838,keyboard_electronic_078,4,keyboard,1,electronic,68,50,16000,bright
string_acoustic_056-069-025,string_acoustic_056-069-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_056-069-025.wav,436,string_acoustic_056,8,string,0,acoustic,69,25,16000,fast_decay|percussive|reverb
mallet_acoustic_047-086-050,mallet_acoustic_047-086-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_047-086-050.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,86,50,16000,percussive|reverb
string_acoustic_057-079-050,string_acoustic_057-079-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_057-079-050.wav,450,string_acoustic_057,8,string,0,acoustic,79,50,16000,bright|nonlinear_env|reverb
flute_acoustic_002-083-100,flute_acoustic_002-083-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-083-100.wav,86,flute_acoustic_002,2,flute,0,acoustic,83,100,16000,reverb
mallet_acoustic_062-055-127,mallet_acoustic_062-055-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-055-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,55,127,16000,dark|long_release|multiphonic
bass_electronic_025-032-075,bass_electronic_025-032-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_025-032-075.wav,872,bass_electronic_025,0,bass,1,electronic,32,75,16000,
bass_synthetic_134-083-050,bass_synthetic_134-083-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_134-083-050.wav,914,bass_synthetic_134,0,bass,2,synthetic,83,50,16000,fast_decay|percussive|reverb
organ_electronic_104-067-075,organ_electronic_104-067-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_104-067-075.wav,921,organ_electronic_104,6,organ,1,electronic,67,75,16000,
bass_electronic_025-045-075,bass_electronic_025-045-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_025-045-075.wav,872,bass_electronic_025,0,bass,1,electronic,45,75,16000,
flute_synthetic_000-054-050,flute_synthetic_000-054-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-054-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,54,50,16000,distortion
string_acoustic_057-089-025,string_acoustic_057-089-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_057-089-025.wav,450,string_acoustic_057,8,string,0,acoustic,89,25,16000,bright|nonlinear_env|reverb
flute_synthetic_000-091-050,flute_synthetic_000-091-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-091-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,91,50,16000,distortion
bass_synthetic_134-023-075,bass_synthetic_134-023-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_134-023-075.wav,914,bass_synthetic_134,0,bass,2,synthetic,23,75,16000,dark|reverb
mallet_acoustic_056-065-075,mallet_acoustic_056-065-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_056-065-075.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,65,75,16000,fast_decay
flute_synthetic_000-108-050,flute_synthetic_000-108-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-108-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,108,50,16000,bright|distortion
organ_electronic_057-056-127,organ_electronic_057-056-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_057-056-127.wav,701,organ_electronic_057,6,organ,1,electronic,56,127,16000,dark
organ_electronic_007-037-100,organ_electronic_007-037-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-037-100.wav,123,organ_electronic_007,6,organ,1,electronic,37,100,16000,distortion|long_release|nonlinear_env
organ_electronic_007-019-050,organ_electronic_007-019-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-019-050.wav,123,organ_electronic_007,6,organ,1,electronic,19,50,16000,distortion|long_release|nonlinear_env
string_acoustic_080-026-050,string_acoustic_080-026-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_080-026-050.wav,675,string_acoustic_080,8,string,0,acoustic,26,50,16000,long_release|reverb
bass_synthetic_009-049-075,bass_synthetic_009-049-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-049-075.wav,150,bass_synthetic_009,0,bass,2,synthetic,49,75,16000,bright|distortion|long_release
mallet_acoustic_062-049-127,mallet_acoustic_062-049-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-049-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,49,127,16000,dark|long_release|multiphonic
brass_acoustic_006-056-127,brass_acoustic_006-056-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-056-127.wav,43,brass_acoustic_006,1,brass,0,acoustic,56,127,16000,reverb
keyboard_electronic_001-025-025,keyboard_electronic_001-025-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_001-025-025.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,25,25,16000,dark|long_release
mallet_acoustic_047-101-025,mallet_acoustic_047-101-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_047-101-025.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,101,25,16000,fast_decay|percussive|reverb
reed_acoustic_011-071-025,reed_acoustic_011-071-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-071-025.wav,104,reed_acoustic_011,7,reed,0,acoustic,71,25,16000,
flute_acoustic_002-080-050,flute_acoustic_002-080-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-080-050.wav,86,flute_acoustic_002,2,flute,0,acoustic,80,50,16000,reverb
flute_synthetic_000-083-127,flute_synthetic_000-083-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-083-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,83,127,16000,distortion
organ_electronic_007-024-127,organ_electronic_007-024-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-024-127.wav,123,organ_electronic_007,6,organ,1,electronic,24,127,16000,distortion|long_release|nonlinear_env
bass_synthetic_034-085-100,bass_synthetic_034-085-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_034-085-100.wav,420,bass_synthetic_034,0,bass,2,synthetic,85,100,16000,bright|distortion|tempo-synced
mallet_acoustic_062-049-025,mallet_acoustic_062-049-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-049-025.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,49,25,16000,dark|fast_decay|multiphonic
guitar_acoustic_030-098-100,guitar_acoustic_030-098-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_030-098-100.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,98,100,16000,tempo-synced
organ_electronic_028-056-100,organ_electronic_028-056-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-056-100.wav,440,organ_electronic_028,6,organ,1,electronic,56,100,16000,dark
bass_synthetic_068-075-127,bass_synthetic_068-075-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_068-075-127.wav,656,bass_synthetic_068,0,bass,2,synthetic,75,127,16000,distortion
flute_acoustic_002-088-127,flute_acoustic_002-088-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-088-127.wav,86,flute_acoustic_002,2,flute,0,acoustic,88,127,16000,reverb
bass_synthetic_009-026-050,bass_synthetic_009-026-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-026-050.wav,150,bass_synthetic_009,0,bass,2,synthetic,26,50,16000,bright|distortion|long_release
guitar_acoustic_015-054-025,guitar_acoustic_015-054-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_015-054-025.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,54,25,16000,reverb
mallet_acoustic_056-082-100,mallet_acoustic_056-082-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_056-082-100.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,82,100,16000,fast_decay
vocal_synthetic_003-035-075,vocal_synthetic_003-035-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-035-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,35,75,16000,distortion|long_release|nonlinear_env
reed_acoustic_018-062-025,reed_acoustic_018-062-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-062-025.wav,183,reed_acoustic_018,7,reed,0,acoustic,62,25,16000,
reed_acoustic_023-078-025,reed_acoustic_023-078-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-078-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,78,25,16000,bright|fast_decay|multiphonic|nonlinear_env
guitar_acoustic_010-101-075,guitar_acoustic_010-101-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_010-101-075.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,101,75,16000,bright
guitar_electronic_028-089-100,guitar_electronic_028-089-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_electronic_028-089-100.wav,510,guitar_electronic_028,3,guitar,1,electronic,89,100,16000,
keyboard_acoustic_004-077-100,keyboard_acoustic_004-077-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_acoustic_004-077-100.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,77,100,16000,reverb
mallet_acoustic_062-026-075,mallet_acoustic_062-026-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-026-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,26,75,16000,dark|long_release|multiphonic
flute_synthetic_000-101-127,flute_synthetic_000-101-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-101-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,101,127,16000,bright|distortion
reed_acoustic_023-077-025,reed_acoustic_023-077-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-077-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,77,25,16000,bright|fast_decay|multiphonic|nonlinear_env
keyboard_electronic_003-074-127,keyboard_electronic_003-074-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_003-074-127.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,74,127,16000,
reed_acoustic_011-066-025,reed_acoustic_011-066-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-066-025.wav,104,reed_acoustic_011,7,reed,0,acoustic,66,25,16000,
bass_electronic_025-050-025,bass_electronic_025-050-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_025-050-025.wav,872,bass_electronic_025,0,bass,1,electronic,50,25,16000,
bass_synthetic_098-038-127,bass_synthetic_098-038-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_098-038-127.wav,803,bass_synthetic_098,0,bass,2,synthetic,38,127,16000,distortion
string_acoustic_080-042-075,string_acoustic_080-042-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_080-042-075.wav,675,string_acoustic_080,8,string,0,acoustic,42,75,16000,reverb
reed_acoustic_018-066-075,reed_acoustic_018-066-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-066-075.wav,183,reed_acoustic_018,7,reed,0,acoustic,66,75,16000,
guitar_acoustic_010-024-075,guitar_acoustic_010-024-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_010-024-075.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,24,75,16000,
vocal_synthetic_003-057-075,vocal_synthetic_003-057-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-057-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,57,75,16000,distortion|long_release|nonlinear_env
flute_synthetic_000-026-100,flute_synthetic_000-026-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-026-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,26,100,16000,distortion
organ_electronic_113-073-050,organ_electronic_113-073-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_113-073-050.wav,958,organ_electronic_113,6,organ,1,electronic,73,50,16000,
organ_electronic_007-073-075,organ_electronic_007-073-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-073-075.wav,123,organ_electronic_007,6,organ,1,electronic,73,75,16000,distortion|long_release|nonlinear_env
mallet_acoustic_056-047-100,mallet_acoustic_056-047-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_056-047-100.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,47,100,16000,bright|fast_decay|percussive
vocal_synthetic_003-039-127,vocal_synthetic_003-039-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-039-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,39,127,16000,bright|distortion|long_release|nonlinear_env
brass_acoustic_046-074-025,brass_acoustic_046-074-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-074-025.wav,414,brass_acoustic_046,1,brass,0,acoustic,74,25,16000,
vocal_synthetic_003-050-050,vocal_synthetic_003-050-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-050-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,50,50,16000,distortion|long_release|nonlinear_env
mallet_acoustic_062-048-100,mallet_acoustic_062-048-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-048-100.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,48,100,16000,dark|multiphonic
string_acoustic_056-050-127,string_acoustic_056-050-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_056-050-127.wav,436,string_acoustic_056,8,string,0,acoustic,50,127,16000,fast_decay|reverb
vocal_synthetic_003-094-050,vocal_synthetic_003-094-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-094-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,94,50,16000,bright|distortion|long_release|nonlinear_env
